"","x","y"
"282",-71.0849091977756,42.3616582967035
"283",-71.0854673699482,42.3639850127958
"284",-71.0848454155738,42.3605806063583
"286",-71.0850208628503,42.3600494408025
"289",-71.0846862320476,42.3601428124721
"290",-71.0849283823099,42.3627983623809
"291",-71.0848730277382,42.3638613743436
"292",-71.0850214470108,42.3591323434674
"294",-71.084764979035,42.3608513198195
"295",-71.0853856183073,42.362901517978
"296",-71.0851564978963,42.3557901634704
"297",-71.0855321441203,42.3600461484375
"298",-71.0843067112349,42.358084348633
"300",-71.0848420516072,42.3622886433162
"302",-71.0847881421343,42.3623834803765
"303",-71.0857276673595,42.3619113267605
"305",-71.0846755517057,42.3596880755
