tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender,
661,2018-01-01 16:52:31,2018-01-01 17:03:32,23,Boston City Hall - 28 State St,42.35892,-71.057629,195,Brian P. Murphy Staircase at Child Street,42.3720597013741,-71.07202649116516,1231,Subscriber,1972,2,
178,2018-01-01 17:09:14,2018-01-01 17:12:12,7,Fan Pier,42.3533905070523,-71.04457139968872,31,Seaport Hotel - Congress St at Seaport Ln,42.34881026188269,-71.04167744055303,801,Subscriber,1991,2,
93,2018-01-01 17:13:25,2018-01-01 17:14:58,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,591,Subscriber,1984,1,
1035,2018-01-01 17:19:40,2018-01-01 17:36:56,163,The Lawn on D,42.344792,-71.044024,163,The Lawn on D,42.344792,-71.044024,448,Subscriber,1993,1,
212,2018-01-01 17:24:11,2018-01-01 17:27:44,51,Washington St at Lenox St,42.3350989929096,-71.07903778553009,57,Columbus Ave at Massachusetts Ave,42.340542615516355,-71.08138847914233,1244,Subscriber,1994,1,
258,2018-01-01 17:24:30,2018-01-01 17:28:48,59,Chinatown Gate Plaza,42.351356,-71.059367,152,Ink Block - Harrison Ave at Herald St,42.345901,-71.063187,1080,Subscriber,1974,1,
233,2018-01-01 17:25:01,2018-01-01 17:28:54,59,Chinatown Gate Plaza,42.351356,-71.059367,152,Ink Block - Harrison Ave at Herald St,42.345901,-71.063187,609,Subscriber,1969,1,
202,2018-01-01 17:30:08,2018-01-01 17:33:30,152,Ink Block - Harrison Ave at Herald St,42.345901,-71.063187,59,Chinatown Gate Plaza,42.351356,-71.059367,665,Subscriber,1984,2,
475,2018-01-01 17:39:28,2018-01-01 17:47:23,212,Maverick Square - Lewis Mall,42.368844082898356,-71.03977829217911,212,Maverick Square - Lewis Mall,42.368844082898356,-71.03977829217911,1247,Subscriber,1984,1,
492,2018-01-01 17:47:12,2018-01-01 17:55:24,184,Sidney Research Campus/ Erie Street at Waverly,42.35775309465199,-71.10393404960632,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,1569,Subscriber,1994,1,
1343,2018-01-01 18:09:00,2018-01-01 18:31:24,35,Arch St at Franklin St,42.35581929709065,-71.05887290099417,105,Lower Cambridgeport at Magazine St / Riverside Rd,42.357218503176526,-71.1138716340065,1121,Subscriber,1966,1,
238,2018-01-01 18:22:21,2018-01-01 18:26:20,25,South End Library - Tremont St at W Newton St,42.341332,-71.076847,39,Washington St at Rutland St,42.338514601785995,-71.07404083013535,808,Subscriber,1985,2,
638,2018-01-01 18:23:09,2018-01-01 18:33:47,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,1001,Subscriber,1992,1,
330,2018-01-01 18:24:19,2018-01-01 18:29:50,59,Chinatown Gate Plaza,42.351356,-71.059367,218,Watermark Seaport - Boston Wharf Rd at Seaport Blvd,42.351586001198456,-71.04569256305693,734,Subscriber,1963,1,
345,2018-01-01 18:39:01,2018-01-01 18:44:46,80,MIT Stata Center at Vassar St / Main St,42.3621312344991,-71.09115600585936,179,MIT Vassar St,42.355601213279265,-71.10394477844238,410,Subscriber,1992,1,
380,2018-01-01 18:39:33,2018-01-01 18:45:53,115,Porter Square Station,42.387995,-71.119084,71,Conway Park - Somerville Avenue,42.383405,-71.107593,549,Subscriber,1979,1,
737,2018-01-01 18:47:31,2018-01-01 18:59:49,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,1001,Subscriber,1992,1,
580,2018-01-01 15:17:47,2018-01-01 15:27:27,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,788,Subscriber,1978,1,
1097,2018-01-02 15:02:43,2018-01-02 15:21:01,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,115,Porter Square Station,42.387995,-71.119084,1578,Subscriber,1974,2,
298,2018-01-02 15:03:02,2018-01-02 15:08:01,177,University Park,42.36264779118595,-71.10006093978882,107,Ames St at Main St,42.3625,-71.08822,1772,Subscriber,1990,1,
888,2018-01-02 15:04:59,2018-01-02 15:19:48,25,South End Library - Tremont St at W Newton St,42.341332,-71.076847,160,Wentworth Institute of Technology - Huntington Ave at Vancouver St,42.33758601097239,-71.09627097845076,23,Subscriber,1987,2,
1268,2018-01-02 15:06:11,2018-01-02 15:27:20,151,Surface Rd at India St,42.358155,-71.052163,225,Cambridge Dept. of Public Works -147 Hampshire St.,42.37119727759414,-71.09759867191315,810,Subscriber,1984,1,
604,2018-01-02 15:09:54,2018-01-02 15:19:59,23,Boston City Hall - 28 State St,42.35892,-71.057629,16,Back Bay T Stop - Dartmouth St at Stuart St,42.34807412317439,-71.07657015323639,614,Subscriber,1960,1,
484,2018-01-02 15:10:08,2018-01-02 15:18:13,189,Kendall T,42.362427842912396,-71.08495473861694,94,Main St at Austin St,42.375603,-71.064608,1165,Subscriber,1982,1,
184,2018-01-02 15:11:39,2018-01-02 15:14:44,47,Cross St at Hanover St,42.362811,-71.056067,40,Lewis Wharf at Atlantic Ave,42.363871,-71.050877,1822,Subscriber,1966,1,
468,2018-01-02 15:19:06,2018-01-02 15:26:54,24,Seaport Square - Seaport Blvd at Northern Ave,42.35148193460858,-71.04436084628105,22,South Station - 700 Atlantic Ave,42.352175,-71.055547,1067,Subscriber,1981,1,
343,2018-01-02 15:21:34,2018-01-02 15:27:17,121,W Broadway at Dorchester St,42.335693,-71.045859,63,Dorchester Ave at Gillette Park,42.344040510016356,-71.05737626552582,363,Subscriber,1982,2,
217,2018-01-02 15:24:48,2018-01-02 15:28:26,35,Arch St at Franklin St,42.35581929709065,-71.05887290099417,151,Surface Rd at India St,42.358155,-71.052163,1964,Subscriber,1974,1,
503,2018-01-02 15:24:56,2018-01-02 15:33:19,80,MIT Stata Center at Vassar St / Main St,42.3621312344991,-71.09115600585936,190,Nashua Street at Red Auerbach Way,42.365673,-71.064263,491,Subscriber,1984,1,
965,2018-01-02 15:26:55,2018-01-02 15:43:00,11,Longwood Ave at Binney St,42.338629,-71.1065,4,Tremont St at E Berkeley St,42.345392,-71.069616,15,Subscriber,1959,1,
430,2018-01-02 15:27:18,2018-01-02 15:34:29,179,MIT Vassar St,42.355601213279265,-71.10394477844238,189,Kendall T,42.362427842912396,-71.08495473861694,159,Subscriber,1994,1,
474,2018-01-02 15:28:24,2018-01-02 15:36:18,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,225,Cambridge Dept. of Public Works -147 Hampshire St.,42.37119727759414,-71.09759867191315,1976,Subscriber,1985,2,
433,2018-01-02 15:28:28,2018-01-02 15:35:41,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,17,Soldiers Field Park - 111 Western Ave,42.36514362978903,-71.11987173557281,1803,Subscriber,1982,1,
401,2018-01-02 15:28:37,2018-01-02 15:35:19,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,115,Porter Square Station,42.387995,-71.119084,1020,Subscriber,1986,1,
288,2018-01-02 15:29:19,2018-01-02 15:34:07,70,Harvard Kennedy School at Bennett St / Eliot St,42.3722168027866,-71.12188071012497,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,1768,Subscriber,1980,1,
300,2018-01-02 15:31:05,2018-01-02 15:36:06,80,MIT Stata Center at Vassar St / Main St,42.3621312344991,-71.09115600585936,177,University Park,42.36264779118595,-71.10006093978882,1623,Subscriber,1988,1,
261,2018-01-02 15:31:08,2018-01-02 15:35:29,190,Nashua Street at Red Auerbach Way,42.365673,-71.064263,47,Cross St at Hanover St,42.362811,-71.056067,410,Subscriber,1985,1,
571,2018-01-02 15:31:08,2018-01-02 15:40:39,80,MIT Stata Center at Vassar St / Main St,42.3621312344991,-71.09115600585936,139,Dana Park,42.361780439606044,-71.10809952020645,1316,Subscriber,1973,1,
647,2018-01-02 15:31:19,2018-01-02 15:42:06,218,Watermark Seaport - Boston Wharf Rd at Seaport Blvd,42.351586001198456,-71.04569256305693,81,Boylston St at Washington St,42.352409,-71.062679,118,Subscriber,1982,1,
774,2018-01-02 15:31:45,2018-01-02 15:44:39,178,MIT Pacific St at Purrington St,42.35957320109044,-71.10129475593567,228,One Memorial Drive,42.361619320766856,-71.0804355052096,957,Subscriber,1980,1,
739,2018-01-02 15:34:14,2018-01-02 15:46:34,32,Landmark Center - Brookline Ave at Park Dr,42.34519428944095,-71.1016970872879,69,Coolidge Corner - Beacon St @ Centre St,42.341598,-71.123338,1619,Subscriber,1985,2,
510,2018-01-02 15:36:40,2018-01-02 15:45:10,7,Fan Pier,42.3533905070523,-71.04457139968872,23,Boston City Hall - 28 State St,42.35892,-71.057629,749,Subscriber,1987,1,
424,2018-01-02 15:39:00,2018-01-02 15:46:05,80,MIT Stata Center at Vassar St / Main St,42.3621312344991,-71.09115600585936,177,University Park,42.36264779118595,-71.10006093978882,1830,Subscriber,1990,1,
476,2018-01-02 15:41:03,2018-01-02 15:48:59,149,175 N Harvard St,42.363796,-71.129164,29,Innovation Lab - 125 Western Ave at Batten Way,42.363732,-71.124565,1979,Subscriber,1992,1,
512,2018-01-02 15:45:12,2018-01-02 15:53:44,58,Beacon St at Arlington St,42.35554932336134,-71.07284188270569,25,South End Library - Tremont St at W Newton St,42.341332,-71.076847,1227,Subscriber,1989,2,
228,2018-01-02 15:45:37,2018-01-02 15:49:25,94,Main St at Austin St,42.375603,-71.064608,171,Bunker Hill Community College,42.37408991426522,-71.06905996799469,1165,Subscriber,1971,1,
1086,2018-01-02 15:46:18,2018-01-02 16:04:24,19,Park Dr at Buswell St,42.347241,-71.105301,81,Boylston St at Washington St,42.352409,-71.062679,947,Subscriber,1988,2,
994,2018-01-02 15:48:18,2018-01-02 16:04:53,131,Jackson Square T Stop,42.32293117195949,-71.10014140605927,16,Back Bay T Stop - Dartmouth St at Stuart St,42.34807412317439,-71.07657015323639,1760,Subscriber,1985,2,
403,2018-01-02 15:48:27,2018-01-02 15:55:10,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,94,Main St at Austin St,42.375603,-71.064608,1870,Subscriber,1992,1,
273,2018-01-02 15:53:50,2018-01-02 15:58:23,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,225,Cambridge Dept. of Public Works -147 Hampshire St.,42.37119727759414,-71.09759867191315,204,Subscriber,1982,2,
405,2018-01-02 15:54:13,2018-01-02 16:00:58,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,180,Mt Auburn,42.37478628706384,-71.13320231437683,1320,Subscriber,1989,1,
386,2018-01-02 15:54:48,2018-01-02 16:01:14,179,MIT Vassar St,42.355601213279265,-71.10394477844238,80,MIT Stata Center at Vassar St / Main St,42.3621312344991,-71.09115600585936,878,Subscriber,1988,2,
412,2018-01-02 15:55:48,2018-01-02 16:02:40,151,Surface Rd at India St,42.358155,-71.052163,190,Nashua Street at Red Auerbach Way,42.365673,-71.064263,1964,Subscriber,1955,1,
789,2018-01-02 15:57:26,2018-01-02 16:10:35,141,Kendall Street,42.363560158429884,-71.08216792345047,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,1284,Subscriber,1989,1,
1412,2018-01-02 15:58:26,2018-01-02 16:21:58,29,Innovation Lab - 125 Western Ave at Batten Way,42.363732,-71.124565,33,Kenmore Square,42.348706,-71.097009,1979,Subscriber,1992,1,
874,2018-01-02 16:00:48,2018-01-02 16:15:23,39,Washington St at Rutland St,42.338514601785995,-71.07404083013535,21,Prudential Center - Belvedere St,42.34652003998412,-71.08065776545118,756,Subscriber,1990,2,
245,2018-01-02 16:01:35,2018-01-02 16:05:41,70,Harvard Kennedy School at Bennett St / Eliot St,42.3722168027866,-71.12188071012497,149,175 N Harvard St,42.363796,-71.129164,1949,Subscriber,1984,1,
741,2018-01-02 16:02:23,2018-01-02 16:14:44,221,Verizon Innovation Hub 10 Ware Street,42.37250864997261,-71.11305356025696,78,Union Square - Somerville,42.37980717512428,-71.09387040138245,1261,Subscriber,1993,2,
1552,2018-01-02 16:03:05,2018-01-02 16:28:57,47,Cross St at Hanover St,42.362811,-71.056067,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,410,Subscriber,1956,2,
1032,2018-01-02 16:03:32,2018-01-02 16:20:44,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,33,Kenmore Square,42.348706,-71.097009,355,Subscriber,1981,1,
433,2018-01-02 16:03:34,2018-01-02 16:10:47,22,South Station - 700 Atlantic Ave,42.352175,-71.055547,150,State Street at Channel Center,42.344137,-71.052608,134,Subscriber,1968,2,
205,2018-01-02 16:04:36,2018-01-02 16:08:01,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,107,Ames St at Main St,42.3625,-71.08822,954,Subscriber,1979,1,
567,2018-01-02 16:06:14,2018-01-02 16:15:42,39,Washington St at Rutland St,42.338514601785995,-71.07404083013535,63,Dorchester Ave at Gillette Park,42.344040510016356,-71.05737626552582,1258,Subscriber,1953,1,
166,2018-01-02 16:08:07,2018-01-02 16:10:53,54,Tremont St at West St,42.354979,-71.063348,35,Arch St at Franklin St,42.35581929709065,-71.05887290099417,72,Subscriber,1994,1,
978,2018-01-02 16:09:16,2018-01-02 16:25:34,33,Kenmore Square,42.348706,-71.097009,22,South Station - 700 Atlantic Ave,42.352175,-71.055547,1083,Subscriber,1958,1,
488,2018-01-02 16:09:44,2018-01-02 16:17:53,58,Beacon St at Arlington St,42.35554932336134,-71.07284188270569,22,South Station - 700 Atlantic Ave,42.352175,-71.055547,804,Subscriber,1967,1,
293,2018-01-02 16:09:48,2018-01-02 16:14:41,23,Boston City Hall - 28 State St,42.35892,-71.057629,190,Nashua Street at Red Auerbach Way,42.365673,-71.064263,1761,Subscriber,1956,1,
366,2018-01-02 16:11:22,2018-01-02 16:17:28,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,1960,Subscriber,1990,1,
140,2018-01-02 16:11:23,2018-01-02 16:13:43,24,Seaport Square - Seaport Blvd at Northern Ave,42.35148193460858,-71.04436084628105,24,Seaport Square - Seaport Blvd at Northern Ave,42.35148193460858,-71.04436084628105,272,Subscriber,1981,1,
562,2018-01-02 16:14:08,2018-01-02 16:23:30,24,Seaport Square - Seaport Blvd at Northern Ave,42.35148193460858,-71.04436084628105,136,ID Building West,42.344796,-71.031614,1310,Subscriber,1981,1,
458,2018-01-02 16:14:55,2018-01-02 16:22:33,22,South Station - 700 Atlantic Ave,42.352175,-71.055547,190,Nashua Street at Red Auerbach Way,42.365673,-71.064263,761,Subscriber,1982,1,
508,2018-01-02 16:14:57,2018-01-02 16:23:25,136,ID Building West,42.344796,-71.031614,22,South Station - 700 Atlantic Ave,42.352175,-71.055547,179,Subscriber,1969,1,
682,2018-01-02 16:15:34,2018-01-02 16:26:57,36,Copley Square - Dartmouth St at Boylston St,42.34976701008725,-71.07732653617859,190,Nashua Street at Red Auerbach Way,42.365673,-71.064263,1816,Subscriber,1973,1,
737,2018-01-02 16:15:59,2018-01-02 16:28:16,6,Cambridge St at Joy St,42.361199417496216,-71.06519486764228,189,Kendall T,42.362427842912396,-71.08495473861694,945,Subscriber,1986,2,
489,2018-01-02 16:18:28,2018-01-02 16:26:37,189,Kendall T,42.362427842912396,-71.08495473861694,179,MIT Vassar St,42.355601213279265,-71.10394477844238,153,Subscriber,1992,1,
472,2018-01-02 16:18:34,2018-01-02 16:26:27,40,Lewis Wharf at Atlantic Ave,42.363871,-71.050877,24,Seaport Square - Seaport Blvd at Northern Ave,42.35148193460858,-71.04436084628105,1645,Subscriber,1989,2,
506,2018-01-02 16:19:21,2018-01-02 16:27:47,39,Washington St at Rutland St,42.338514601785995,-71.07404083013535,49,Stuart St at Charles St,42.351146,-71.066289,492,Subscriber,1987,1,
1634,2018-01-02 16:19:55,2018-01-02 16:47:09,80,MIT Stata Center at Vassar St / Main St,42.3621312344991,-71.09115600585936,157,Seaport Blvd at Sleeper St,42.35317809186252,-71.04817356923377,1806,Subscriber,1984,1,
434,2018-01-02 16:19:58,2018-01-02 16:27:13,25,South End Library - Tremont St at W Newton St,42.341332,-71.076847,36,Copley Square - Dartmouth St at Boylston St,42.34976701008725,-71.07732653617859,1227,Subscriber,1991,2,
318,2018-01-02 16:21:03,2018-01-02 16:26:22,80,MIT Stata Center at Vassar St / Main St,42.3621312344991,-71.09115600585936,179,MIT Vassar St,42.355601213279265,-71.10394477844238,878,Subscriber,1988,2,
522,2018-01-02 16:21:31,2018-01-02 16:30:13,46,Christian Science Plaza - Massachusetts Ave at Westland Ave,42.3436658245146,-71.08582377433777,16,Back Bay T Stop - Dartmouth St at Stuart St,42.34807412317439,-71.07657015323639,718,Subscriber,1946,1,
298,2018-01-02 16:21:33,2018-01-02 16:26:32,31,Seaport Hotel - Congress St at Seaport Ln,42.34881026188269,-71.04167744055303,192,Purchase St at Pearl St,42.354659,-71.053181,1461,Subscriber,1984,1,
695,2018-01-02 16:21:42,2018-01-02 16:33:17,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,115,Porter Square Station,42.387995,-71.119084,1900,Subscriber,1991,1,
321,2018-01-02 16:25:51,2018-01-02 16:31:13,149,175 N Harvard St,42.363796,-71.129164,17,Soldiers Field Park - 111 Western Ave,42.36514362978903,-71.11987173557281,1663,Subscriber,1984,1,
597,2018-01-02 16:26:47,2018-01-02 16:36:44,23,Boston City Hall - 28 State St,42.35892,-71.057629,195,Brian P. Murphy Staircase at Child Street,42.3720597013741,-71.07202649116516,1852,Subscriber,1988,1,
177,2018-01-02 16:27:05,2018-01-02 16:30:03,33,Kenmore Square,42.348706,-71.097009,32,Landmark Center - Brookline Ave at Park Dr,42.34519428944095,-71.1016970872879,355,Subscriber,1992,1,
703,2018-01-02 16:28:36,2018-01-02 16:40:19,81,Boylston St at Washington St,42.352409,-71.062679,21,Prudential Center - Belvedere St,42.34652003998412,-71.08065776545118,118,Subscriber,1982,1,
755,2018-01-02 16:30:45,2018-01-02 16:43:20,33,Kenmore Square,42.348706,-71.097009,139,Dana Park,42.361780439606044,-71.10809952020645,1633,Subscriber,1966,1,
691,2018-01-02 16:32:32,2018-01-02 16:44:03,117,Binney St / Sixth St,42.366095,-71.086388,23,Boston City Hall - 28 State St,42.35892,-71.057629,1624,Subscriber,1954,2,
427,2018-01-02 16:32:36,2018-01-02 16:39:44,16,Back Bay T Stop - Dartmouth St at Stuart St,42.34807412317439,-71.07657015323639,22,South Station - 700 Atlantic Ave,42.352175,-71.055547,1760,Subscriber,1976,1,
662,2018-01-02 16:33:03,2018-01-02 16:44:05,161,W Broadway at D St,42.3391085,-71.0514432,152,Ink Block - Harrison Ave at Herald St,42.345901,-71.063187,1654,Subscriber,1989,1,
640,2018-01-02 16:33:51,2018-01-02 16:44:32,151,Surface Rd at India St,42.358155,-71.052163,161,W Broadway at D St,42.3391085,-71.0514432,1676,Subscriber,1987,1,
278,2018-01-02 16:35:22,2018-01-02 16:40:00,189,Kendall T,42.362427842912396,-71.08495473861694,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,1890,Subscriber,1991,1,
1166,2018-01-02 16:36:19,2018-01-02 16:55:46,10,B.U. Central - 725 Comm. Ave.,42.350406,-71.108279,190,Nashua Street at Red Auerbach Way,42.365673,-71.064263,1665,Subscriber,1986,2,
1033,2018-01-02 16:37:50,2018-01-02 16:55:04,32,Landmark Center - Brookline Ave at Park Dr,42.34519428944095,-71.1016970872879,190,Nashua Street at Red Auerbach Way,42.365673,-71.064263,355,Subscriber,1977,1,
630,2018-01-02 16:38:32,2018-01-02 16:49:03,157,Seaport Blvd at Sleeper St,42.35317809186252,-71.04817356923377,190,Nashua Street at Red Auerbach Way,42.365673,-71.064263,1773,Subscriber,1977,1,
436,2018-01-02 16:38:53,2018-01-02 16:46:09,190,Nashua Street at Red Auerbach Way,42.365673,-71.064263,22,South Station - 700 Atlantic Ave,42.352175,-71.055547,1964,Subscriber,1986,1,
1575,2018-01-02 16:39:28,2018-01-02 17:05:43,23,Boston City Hall - 28 State St,42.35892,-71.057629,30,Brigham Circle - Francis St at Huntington Ave,42.33462893055976,-71.10407917767589,976,Subscriber,1987,1,
444,2018-01-02 16:39:33,2018-01-02 16:46:58,228,One Memorial Drive,42.361619320766856,-71.0804355052096,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,216,Subscriber,1986,1,
646,2018-01-02 16:40:31,2018-01-02 16:51:17,157,Seaport Blvd at Sleeper St,42.35317809186252,-71.04817356923377,190,Nashua Street at Red Auerbach Way,42.365673,-71.064263,1023,Subscriber,1981,2,
479,2018-01-02 16:40:43,2018-01-02 16:48:42,43,Rowes Wharf at Atlantic Ave,42.357143,-71.050699,190,Nashua Street at Red Auerbach Way,42.365673,-71.064263,1267,Subscriber,1972,1,
712,2018-01-02 16:41:17,2018-01-02 16:53:10,218,Watermark Seaport - Boston Wharf Rd at Seaport Blvd,42.351586001198456,-71.04569256305693,121,W Broadway at Dorchester St,42.335693,-71.045859,248,Subscriber,1989,2,
628,2018-01-02 16:41:24,2018-01-02 16:51:52,107,Ames St at Main St,42.3625,-71.08822,190,Nashua Street at Red Auerbach Way,42.365673,-71.064263,1772,Subscriber,1971,1,
489,2018-01-02 16:41:24,2018-01-02 16:49:34,192,Purchase St at Pearl St,42.354659,-71.053181,26,Washington St at Waltham St,42.341522,-71.068922,622,Subscriber,1971,1,
520,2018-01-02 16:41:40,2018-01-02 16:50:20,136,ID Building West,42.344796,-71.031614,161,W Broadway at D St,42.3391085,-71.0514432,1901,Subscriber,1990,1,
416,2018-01-02 16:41:59,2018-01-02 16:48:55,159,S Huntington Ave at Heath St,42.32760387040573,-71.11089169979095,30,Brigham Circle - Francis St at Huntington Ave,42.33462893055976,-71.10407917767589,140,Subscriber,1993,2,
292,2018-01-02 16:42:04,2018-01-02 16:46:56,157,Seaport Blvd at Sleeper St,42.35317809186252,-71.04817356923377,20,Aquarium T Stop - 200 Atlantic Ave,42.35991176110118,-71.0514298081398,1862,Subscriber,1991,1,
