"","x","y","time"
"102",-71.10180728,42.35627154,142
"103",-71.10266101,42.35364514,627
"104",-71.10129641,42.35509097,221
"105",-71.10136545,42.35367739,634
"106",-71.10634375,42.35378715,239
"107",-71.10415506,42.35642565,105
"108",-71.10318251,42.35454969,162
"109",-71.10285133,42.35589262,171
"110",-71.1041865,42.35469567,102
"111",-71.10591894,42.35444857,162
"112",-71.10390761,42.35582804,77
"113",-71.10486081,42.35590401,70
"114",-71.10404171,42.35625603,104
"115",-71.10160579,42.35584731,160
"116",-71.10586148,42.35524617,282
"117",-71.10478921,42.35586369,70
"118",-71.10742213,42.3552888,383
"119",-71.10245006,42.3541789,185
"120",-71.10388917,42.35425771,142
"121",-71.10258636,42.35471952,137
"122",-71.10184225,42.35472562,158
"123",-71.10537475,42.35569216,245
"124",-71.10565556,42.35367795,290
"125",-71.10568578,42.35571149,246
"126",-71.10486582,42.35665612,170
"127",-71.10522666,42.35444298,188
"128",-71.10455318,42.35488338,81
"129",-71.10414161,42.35450067,132
"130",-71.10285833,42.35588704,172
"131",-71.1039892,42.35597507,89
"132",-71.10162505,42.35383585,639
"133",-71.10270793,42.35437459,165
"134",-71.1029953,42.35552068,114
"135",-71.10345697,42.3565144,102
"136",-71.10119475,42.35527461,221
"137",-71.10161206,42.354706,250
"138",-71.10252916,42.35355807,634
"139",-71.10278377,42.35630135,95
"140",-71.10078666,42.35435785,576
"141",-71.10544143,42.35408818,199
"142",-71.10144849,42.35578381,147
"143",-71.10359516,42.35478991,116
"144",-71.10214701,42.35352875,652
"145",-71.10447015,42.35439256,171
"146",-71.10516509,42.35368784,255
"147",-71.10231018,42.35507414,142
"148",-71.1009308,42.35360966,611
"149",-71.10453241,42.3547333,161
"150",-71.10389374,42.35454609,129
"151",-71.10550935,42.35525101,122
"152",-71.10482901,42.3556538,113
"153",-71.10238298,42.35590413,159
"154",-71.10417605,42.35458125,149
"155",-71.10574474,42.35534143,271
"156",-71.10631591,42.35534412,292
"157",-71.10422071,42.35657457,111
"158",-71.10362895,42.35400965,167
"159",-71.10549591,42.35484863,123
"160",-71.10549064,42.35518955,121
"161",-71.10343982,42.35593035,46
"162",-71.10540807,42.35424777,199
"163",-71.10390886,42.3554756,4
"164",-71.10496436,42.35607619,192
"165",-71.10568485,42.35351613,292
"166",-71.10338947,42.35588098,46
"167",-71.10426545,42.35389275,222
"168",-71.10595555,42.35405336,242
"169",-71.10418085,42.35519415,60
"170",-71.10112209,42.35329062,634
"171",-71.10409493,42.35487922,91
"172",-71.10312411,42.35631017,97
"173",-71.10737388,42.35561759,373
"174",-71.1042881,42.35632084,118
"175",-71.10302759,42.35557064,97
"176",-71.10385704,42.35647708,103
"177",-71.1063585,42.35406918,239
"178",-71.10697727,42.35507289,353
"179",-71.10354086,42.35560883,10
"180",-71.10620123,42.35591076,257
"181",-71.10435816,42.35593777,86
"182",-71.10223557,42.35476123,158
"183",-71.10510353,42.3548513,127
"184",-71.10624634,42.35444771,178
"185",-71.10542759,42.35455453,190
"186",-71.10196978,42.35543021,158
"187",-71.10537819,42.35508943,105
"188",-71.10183601,42.35580066,160
"189",-71.10412265,42.35645019,102
"190",-71.10499876,42.35377715,239
"191",-71.1031383,42.35467603,140
"192",-71.1027416,42.35265805,592
"193",-71.10427243,42.3558454,86
"194",-71.10562181,42.35640893,221
"195",-71.10323346,42.35355238,594
"196",-71.10521831,42.35534197,132
"197",-71.1039196,42.35653308,108
"198",-71.10425116,42.35430094,145
"199",-71.10240706,42.35384685,648
"200",-71.10544014,42.35549061,127
