,x,y,time
102,-71.09035558,42.36280535,78
103,-71.09173948,42.36252675,166
104,-71.09250293,42.36106073,138
105,-71.09073998,42.36408614,238
106,-71.09150389,42.36303958,135
107,-71.09230341,42.36052539,60
108,-71.09010569,42.36247478,118
109,-71.0902089,42.3619257,145
110,-71.09134625,42.36115627,97
111,-71.09019323,42.36308184,132
112,-71.09067257,42.36131937,190
113,-71.08985805,42.36286147,137
114,-71.09022149,42.36176794,167
115,-71.0913786,42.36278765,111
116,-71.0905259,42.36216101,81
117,-71.09180134,42.36059957,165
118,-71.09287103,42.3619816,177
119,-71.091717,42.36057212,165
120,-71.09142779,42.36232893,14
121,-71.09023613,42.36272256,86
122,-71.09009906,42.36078543,179
123,-71.0895377,42.36110632,220
124,-71.09130617,42.36049352,165
125,-71.09250136,42.36159762,133
126,-71.09135618,42.3627758,111
127,-71.09126119,42.3627963,107
128,-71.09236994,42.36045057,60
129,-71.09328121,42.36156392,323
130,-71.09167069,42.36128209,71
131,-71.09002328,42.36316523,136
132,-71.09146069,42.36164142,56
133,-71.09096605,42.3625621,33
134,-71.0939185,42.36139386,344
135,-71.09059518,42.36383166,248
136,-71.09236051,42.36072234,60
137,-71.09060805,42.36214902,77
138,-71.09025285,42.36169938,171
139,-71.09081326,42.36170794,46
140,-71.08968603,42.36204074,170
141,-71.09145368,42.36244468,17
142,-71.09280776,42.362946,206
143,-71.09242853,42.3631639,209
144,-71.09158102,42.36299929,129
145,-71.09281194,42.36300677,207
146,-71.09055096,42.36291113,66
147,-71.09206007,42.36194857,105
148,-71.09076351,42.36116148,174
149,-71.09298316,42.36057472,120
150,-71.09237697,42.36030551,120
151,-71.09013319,42.36158496,177
152,-71.0900403,42.36278184,103
153,-71.09186352,42.36285226,144
154,-71.0918201,42.3626875,140
155,-71.09230283,42.36161012,88
156,-71.09167821,42.35998803,726
157,-71.09121666,42.36396202,208
158,-71.09274184,42.36211509,226
159,-71.09142595,42.3615938,61
160,-71.08983514,42.3619114,164
161,-71.09025397,42.36241744,107
162,-71.09276645,42.36374296,282
163,-71.09192429,42.36275643,159
164,-71.09006077,42.36173609,168
165,-71.09123658,42.35972156,722
166,-71.09053307,42.36035807,334
167,-71.09133683,42.36168426,56
168,-71.09265561,42.3621555,220
169,-71.09234466,42.36249376,189
170,-71.09330039,42.36129115,335
171,-71.09251473,42.36212176,201
172,-71.09049038,42.36195265,71
173,-71.09060907,42.3617555,208
174,-71.0909347,42.36197761,53
175,-71.09176803,42.36227273,217
176,-71.09214784,42.36211407,217
177,-71.09142338,42.36010274,165
178,-71.09320652,42.36314854,231
179,-71.09133448,42.36383888,204
180,-71.09226118,42.36385872,243
181,-71.09085343,42.36386697,233
182,-71.09013491,42.36242033,114
183,-71.09234697,42.36122475,107
184,-71.09178102,42.36338483,199
185,-71.09348797,42.36163263,315
186,-71.09217281,42.36226394,226
187,-71.08960552,42.36103483,225
188,-71.0926925,42.36308826,200
189,-71.09148078,42.36164974,55
190,-71.09001039,42.35904501,562
191,-71.09249923,42.36125795,114
192,-71.09177613,42.36125243,71
193,-71.09197984,42.36291402,159
194,-71.09000917,42.35987183,395
195,-71.09142155,42.36223099,5
196,-71.0922977,42.3640602,243
197,-71.09219665,42.36034329,60
198,-71.09094008,42.36203157,56
199,-71.08991128,42.36295403,126
200,-71.09291695,42.36268047,210
